orderId,customerName,amount
118,Customer_684,444.83
119,Customer_770,385.08
120,Customer_551,521.2
121,Customer_602,433.23
122,Customer_732,752.04
123,Customer_748,478.35
124,Customer_115,862.81
125,Customer_127,585.38
126,Customer_568,606.81
127,Customer_136,272.44
128,Customer_86,740.96
129,Customer_637,93.05
130,Customer_247,215.74
131,Customer_727,966.71
132,Customer_980,665.47
133,Customer_292,856.9
134,Customer_876,104.11
135,Customer_67,973.45
136,Customer_145,437.24
137,Customer_714,952.55
138,Customer_857,258.5
139,Customer_742,552.81
140,Customer_550,297.87
141,Customer_45,449.13
142,Customer_429,252.4
143,Customer_411,180.67
144,Customer_685,11.18
145,Customer_701,427.4
146,Customer_879,22.49
147,Customer_99,340.43
148,Customer_436,388.25
149,Customer_239,590.36
150,Customer_199,993.18
151,Customer_903,113.23
152,Customer_645,158.19
153,Customer_405,712.57
154,Customer_135,341.0
155,Customer_775,377.52
156,Customer_434,358.91
157,Customer_409,801.91
158,Customer_105,990.61
159,Customer_621,875.57
160,Customer_479,173.14
161,Customer_822,454.23
162,Customer_884,511.4
163,Customer_551,698.05
164,Customer_894,855.51
165,Customer_262,277.4
166,Customer_301,315.32
167,Customer_809,630.99
168,Customer_400,651.81
169,Customer_976,371.97
170,Customer_383,290.34
171,Customer_707,527.54
172,Customer_195,189.83
173,Customer_857,53.04
174,Customer_202,972.57
175,Customer_101,733.16
176,Customer_80,671.27
177,Customer_686,701.8
178,Customer_856,808.85
179,Customer_605,84.47
180,Customer_592,48.78
181,Customer_972,202.2
182,Customer_853,247.67
183,Customer_851,554.32
184,Customer_665,293.99
185,Customer_745,904.49
186,Customer_867,47.91
187,Customer_484,455.97
188,Customer_138,613.34
189,Customer_834,106.95
190,Customer_244,386.62
191,Customer_866,554.77
192,Customer_804,614.05
193,Customer_265,63.58
194,Customer_487,313.44
195,Customer_301,100.83
196,Customer_317,981.48
197,Customer_93,231.3
198,Customer_866,357.66
199,Customer_962,182.94
200,Customer_545,535.9
201,Customer_156,967.28
202,Customer_649,355.32
203,Customer_721,812.66
204,Customer_378,682.31
205,Customer_888,85.86
206,Customer_843,580.97
207,Customer_608,794.18
208,Customer_975,573.61
209,Customer_925,619.34
210,Customer_626,205.62
211,Customer_323,220.83
212,Customer_363,514.3
213,Customer_101,61.91
214,Customer_685,863.06
215,Customer_136,943.84
216,Customer_506,768.2
217,Customer_833,406.07
218,Customer_902,129.82
219,Customer_151,386.08
220,Customer_290,67.11
221,Customer_80,61.73
222,Customer_832,798.48
223,Customer_579,835.56
224,Customer_882,616.37
225,Customer_516,113.53
226,Customer_415,969.95
227,Customer_313,547.82
228,Customer_336,253.76
229,Customer_609,740.59
230,Customer_710,106.79
231,Customer_551,234.32
232,Customer_927,897.33
233,Customer_304,714.4
234,Customer_676,341.76
235,Customer_452,162.23
236,Customer_34,121.3
237,Customer_910,213.73
238,Customer_324,588.11
239,Customer_571,240.44
240,Customer_839,175.43
241,Customer_945,667.01
242,Customer_577,896.73
243,Customer_309,414.47
244,Customer_287,672.25
245,Customer_992,898.61
246,Customer_791,815.07
247,Customer_277,977.04
248,Customer_734,617.28
249,Customer_967,822.19
250,Customer_717,637.9
251,Customer_288,139.89
252,Customer_28,540.64
253,Customer_787,750.89
254,Customer_77,884.12
255,Customer_399,598.72
256,Customer_746,14.44
257,Customer_45,370.55
258,Customer_517,590.82
259,Customer_778,100.88
260,Customer_490,572.98
261,Customer_323,481.07
262,Customer_182,711.97
263,Customer_445,546.92
264,Customer_986,104.14
265,Customer_658,445.46
266,Customer_281,483.67
267,Customer_745,761.97
268,Customer_574,681.09
269,Customer_177,617.89
270,Customer_992,872.53
271,Customer_211,822.22
272,Customer_426,909.41
273,Customer_541,748.1
274,Customer_201,699.69
275,Customer_299,226.49
276,Customer_754,288.36
277,Customer_478,69.12
278,Customer_984,527.77
279,Customer_578,938.01
280,Customer_29,326.93
281,Customer_944,411.93
282,Customer_708,268.26
283,Customer_849,781.05
284,Customer_374,102.56
285,Customer_544,693.31
286,Customer_152,544.42
287,Customer_919,371.47
288,Customer_280,307.74
289,Customer_314,981.88
290,Customer_206,209.77
291,Customer_106,13.8
292,Customer_937,888.25
293,Customer_229,826.48
294,Customer_961,441.38
295,Customer_260,545.86
296,Customer_169,11.16
297,Customer_554,203.71
298,Customer_955,20.96
299,Customer_649,853.47
300,Customer_485,195.52
301,Customer_834,348.17
302,Customer_408,450.84
303,Customer_286,158.17
304,Customer_289,445.11
305,Customer_152,462.28
306,Customer_848,767.43
307,Customer_516,217.74
308,Customer_863,248.03
309,Customer_442,68.26
310,Customer_189,542.79
311,Customer_543,714.64
312,Customer_147,163.12
313,Customer_928,934.1
314,Customer_116,646.52
315,Customer_214,173.72
316,Customer_971,575.1
317,Customer_32,836.34
318,Customer_551,582.79
319,Customer_648,79.99
320,Customer_579,612.64
321,Customer_257,967.17
322,Customer_817,851.16
323,Customer_839,764.13
324,Customer_568,434.5
325,Customer_388,824.8
326,Customer_794,102.26
327,Customer_666,452.52
328,Customer_930,364.47
329,Customer_671,695.89
330,Customer_229,712.5
331,Customer_576,308.36
332,Customer_838,991.13
333,Customer_865,650.43
334,Customer_800,963.1
335,Customer_328,564.27
336,Customer_848,941.4
337,Customer_553,656.07
338,Customer_847,485.65
339,Customer_257,501.96
340,Customer_101,104.26
341,Customer_832,648.55
342,Customer_336,698.82
343,Customer_933,311.22
344,Customer_673,621.92
345,Customer_641,253.59
346,Customer_979,206.39
347,Customer_861,396.42
348,Customer_474,969.27
349,Customer_841,100.94
350,Customer_960,93.02
351,Customer_733,732.87
352,Customer_584,629.17
353,Customer_577,856.64
354,Customer_482,430.62
355,Customer_752,902.11
356,Customer_638,417.11
357,Customer_456,666.02
358,Customer_307,591.48
359,Customer_746,76.6
360,Customer_458,194.37
361,Customer_270,882.66
362,Customer_575,863.54
363,Customer_298,455.83
364,Customer_601,575.21
365,Customer_192,406.69
366,Customer_985,768.72
367,Customer_594,99.8
368,Customer_938,862.6
369,Customer_761,91.28
370,Customer_145,25.39
371,Customer_334,226.91
372,Customer_892,176.97
373,Customer_866,544.95
374,Customer_472,770.0
375,Customer_372,631.9
376,Customer_217,307.18
377,Customer_151,673.91
378,Customer_784,136.24
379,Customer_837,565.95
380,Customer_369,191.63
381,Customer_680,720.02
382,Customer_598,47.8
383,Customer_123,934.44
384,Customer_875,310.4
385,Customer_510,735.07
386,Customer_410,21.71
387,Customer_901,451.76
388,Customer_769,613.45
389,Customer_453,965.22
390,Customer_324,17.04
391,Customer_362,167.45
392,Customer_918,89.0
393,Customer_853,57.41
394,Customer_83,194.96
395,Customer_97,716.75
396,Customer_315,171.08
397,Customer_140,29.77
398,Customer_811,905.54
399,Customer_739,271.38
400,Customer_942,396.78
401,Customer_927,653.14
402,Customer_379,716.24
403,Customer_68,758.4
404,Customer_271,448.23
405,Customer_885,836.77
406,Customer_943,475.3
407,Customer_393,61.08
408,Customer_860,566.85
409,Customer_50,617.49
410,Customer_445,787.8
411,Customer_941,209.66
412,Customer_185,97.58
413,Customer_29,689.27
414,Customer_447,390.4
415,Customer_315,574.51
416,Customer_897,814.85
417,Customer_765,743.68
418,Customer_895,367.46
419,Customer_194,628.15
420,Customer_352,806.29
421,Customer_38,436.7
422,Customer_697,36.0
423,Customer_869,74.41
424,Customer_947,333.66
425,Customer_781,331.13
426,Customer_311,520.32
427,Customer_86,363.59
428,Customer_571,15.2
429,Customer_117,576.37
430,Customer_358,254.42
431,Customer_972,619.54
432,Customer_413,280.74
433,Customer_29,79.1
434,Customer_495,334.31
435,Customer_849,900.14
436,Customer_386,159.92
437,Customer_229,133.45
438,Customer_601,351.63
439,Customer_533,723.46
440,Customer_378,753.65
441,Customer_639,202.53
442,Customer_214,954.9
443,Customer_728,722.07
444,Customer_476,313.09
445,Customer_53,451.61
446,Customer_177,451.37
447,Customer_612,132.44
448,Customer_896,455.04
449,Customer_558,623.66
450,Customer_931,334.36
451,Customer_69,881.7
452,Customer_972,92.28
453,Customer_956,712.88
454,Customer_659,678.64
455,Customer_494,170.85
456,Customer_195,350.59
457,Customer_905,608.7
458,Customer_186,832.76
459,Customer_374,295.56
460,Customer_384,471.26
461,Customer_310,991.15
462,Customer_655,313.63
463,Customer_354,114.17
464,Customer_391,866.62
465,Customer_972,827.47
466,Customer_915,659.55
467,Customer_663,303.14
468,Customer_371,124.56
469,Customer_657,353.53
470,Customer_223,443.96
471,Customer_303,813.4
472,Customer_553,999.57
473,Customer_245,777.26
474,Customer_181,483.55
475,Customer_343,416.62
476,Customer_595,152.3
477,Customer_753,96.64
478,Customer_536,540.11
479,Customer_967,440.23
480,Customer_558,625.12
481,Customer_293,611.23
482,Customer_305,860.13
483,Customer_365,300.42
484,Customer_808,530.24
485,Customer_776,220.8
486,Customer_107,458.08
487,Customer_961,263.62
488,Customer_771,563.65
489,Customer_861,932.51
490,Customer_735,242.75
491,Customer_153,360.47
492,Customer_881,252.06
493,Customer_808,984.58
494,Customer_116,901.99
495,Customer_113,212.02
496,Customer_784,376.87
497,Customer_536,601.04
498,Customer_637,722.19
499,Customer_351,660.56
500,Customer_653,785.61
501,Customer_532,550.48
502,Customer_663,69.1
503,Customer_98,977.15
504,Customer_10,616.74
505,Customer_285,886.87
506,Customer_720,857.46
507,Customer_319,333.59
508,Customer_735,151.38
509,Customer_312,42.15
510,Customer_987,831.08
511,Customer_451,793.61
512,Customer_289,574.2
513,Customer_259,314.39
514,Customer_435,532.03
515,Customer_830,778.14
516,Customer_752,662.57
517,Customer_339,31.06
518,Customer_830,856.96
519,Customer_234,113.78
520,Customer_238,542.09
521,Customer_788,449.07
522,Customer_121,185.67
523,Customer_751,163.91
524,Customer_33,764.31
525,Customer_113,74.23
526,Customer_2,441.06
527,Customer_515,187.63
528,Customer_41,706.78
529,Customer_452,46.6
530,Customer_521,886.34
531,Customer_464,934.31
532,Customer_447,806.49
533,Customer_19,560.7
534,Customer_876,467.03
535,Customer_381,899.11
536,Customer_537,385.15
537,Customer_716,428.94
538,Customer_540,829.05
539,Customer_142,573.49
540,Customer_640,501.01
541,Customer_535,655.4
542,Customer_834,140.72
543,Customer_607,796.96
544,Customer_929,104.01
545,Customer_791,426.08
546,Customer_601,689.0
547,Customer_670,675.05
548,Customer_286,714.45
549,Customer_641,552.28
550,Customer_634,572.55
551,Customer_164,32.46
552,Customer_629,554.5
553,Customer_966,422.35
554,Customer_631,507.34
555,Customer_967,860.97
556,Customer_798,19.14
557,Customer_716,238.1
558,Customer_775,682.45
559,Customer_633,25.81
560,Customer_79,766.71
561,Customer_497,322.73
562,Customer_850,292.92
563,Customer_771,85.29
564,Customer_824,252.09
565,Customer_103,232.42
566,Customer_814,830.67
567,Customer_812,258.58
568,Customer_65,638.43
569,Customer_547,974.39
570,Customer_473,531.7
571,Customer_549,118.63
572,Customer_927,717.3
573,Customer_481,886.01
574,Customer_968,622.97
575,Customer_184,742.05
576,Customer_333,173.53
577,Customer_906,401.02
578,Customer_45,235.86
579,Customer_207,521.74
580,Customer_444,436.95
581,Customer_874,528.64
582,Customer_873,598.37
583,Customer_609,106.65
584,Customer_881,375.43
585,Customer_706,193.51
586,Customer_394,516.25
587,Customer_199,671.01
588,Customer_188,617.29
589,Customer_207,383.37
590,Customer_797,169.67
591,Customer_255,521.99
592,Customer_775,350.64
593,Customer_534,301.02
594,Customer_414,97.52
595,Customer_884,824.9
596,Customer_913,586.03
597,Customer_898,441.25
598,Customer_545,887.04
599,Customer_566,551.55
600,Customer_799,41.78
601,Customer_98,917.03
602,Customer_250,88.7
603,Customer_923,670.96
604,Customer_105,486.11
605,Customer_142,365.39
606,Customer_681,345.88
607,Customer_440,62.63
608,Customer_684,636.1
609,Customer_890,131.46
610,Customer_732,844.76
611,Customer_532,890.13
612,Customer_560,590.88
613,Customer_770,87.41
614,Customer_971,575.14
615,Customer_136,32.11
616,Customer_629,764.18
617,Customer_863,166.44
618,Customer_877,950.97
619,Customer_468,726.74
620,Customer_323,130.15
621,Customer_990,99.43
622,Customer_745,444.03
623,Customer_26,297.57
624,Customer_493,389.7
625,Customer_472,371.85
626,Customer_399,93.32
627,Customer_66,826.43
628,Customer_420,405.43
629,Customer_702,464.93
630,Customer_258,471.07
631,Customer_366,43.5
632,Customer_499,216.95
633,Customer_163,266.38
634,Customer_819,95.34
635,Customer_421,492.97
636,Customer_888,827.99
637,Customer_452,307.01
638,Customer_431,924.56
639,Customer_358,327.31
640,Customer_910,930.64
641,Customer_505,209.15
642,Customer_183,829.23
643,Customer_42,548.16
644,Customer_865,92.35
645,Customer_924,765.13
646,Customer_150,827.52
647,Customer_829,175.03
648,Customer_258,390.99
649,Customer_56,719.06
650,Customer_462,323.16
651,Customer_479,803.48
652,Customer_31,143.13
653,Customer_260,530.71
654,Customer_365,515.94
655,Customer_408,290.45
656,Customer_635,405.37
657,Customer_35,869.65
658,Customer_468,890.62
659,Customer_32,975.61
660,Customer_813,896.91
661,Customer_27,628.15
662,Customer_669,693.68
663,Customer_612,67.51
664,Customer_385,382.07
665,Customer_413,690.87
666,Customer_786,205.52
667,Customer_535,756.95
668,Customer_836,194.82
669,Customer_792,666.48
670,Customer_658,910.72
671,Customer_810,167.65
672,Customer_401,472.04
673,Customer_458,247.65
674,Customer_511,861.08
675,Customer_922,179.78
676,Customer_544,378.15
677,Customer_703,406.7
678,Customer_89,243.48
679,Customer_663,24.24
680,Customer_95,723.01
681,Customer_810,197.15
682,Customer_162,894.11
683,Customer_177,300.83
684,Customer_653,74.69
685,Customer_160,943.96
686,Customer_314,871.45
687,Customer_943,716.3
688,Customer_83,267.99
689,Customer_588,221.87
690,Customer_924,856.08
691,Customer_803,195.44
692,Customer_280,198.56
693,Customer_258,245.42
694,Customer_80,891.85
695,Customer_771,481.78
696,Customer_937,306.99
697,Customer_681,200.92
698,Customer_759,220.76
699,Customer_532,105.98
700,Customer_352,414.2
701,Customer_521,803.58
702,Customer_392,711.7
703,Customer_881,208.69
704,Customer_118,444.95
705,Customer_850,318.44
706,Customer_728,478.55
707,Customer_654,823.94
708,Customer_62,446.28
709,Customer_348,601.01
710,Customer_830,942.42
711,Customer_910,656.68
712,Customer_996,135.92
713,Customer_864,863.22
714,Customer_644,735.56
715,Customer_360,153.55
716,Customer_361,957.35
717,Customer_83,638.8
718,Customer_546,418.36
719,Customer_295,670.18
720,Customer_629,607.79
721,Customer_994,750.02
722,Customer_590,571.58
723,Customer_929,147.73
724,Customer_962,466.58
725,Customer_3,883.28
726,Customer_839,234.91
727,Customer_625,726.06
728,Customer_339,679.73
729,Customer_674,301.42
730,Customer_953,39.48
731,Customer_603,504.25
732,Customer_430,515.58
733,Customer_724,856.8
734,Customer_651,159.42
735,Customer_375,100.08
736,Customer_178,110.84
737,Customer_578,489.61
738,Customer_927,876.5
739,Customer_355,819.02
740,Customer_342,377.21
741,Customer_356,620.85
742,Customer_561,953.5
743,Customer_713,449.04
744,Customer_209,231.24
745,Customer_748,92.62
746,Customer_542,376.24
747,Customer_34,328.58
748,Customer_538,351.44
749,Customer_781,824.54
750,Customer_169,20.0
751,Customer_321,681.35
752,Customer_253,363.81
753,Customer_472,457.41
754,Customer_598,690.96
755,Customer_286,979.76
756,Customer_516,933.33
757,Customer_673,731.19
758,Customer_116,291.48
759,Customer_613,367.3
760,Customer_527,396.79
761,Customer_863,688.87
762,Customer_339,165.72
763,Customer_156,888.13
764,Customer_498,108.6
765,Customer_191,432.1
766,Customer_266,986.51
767,Customer_629,984.4
768,Customer_261,946.35
769,Customer_129,213.82
770,Customer_293,64.36
771,Customer_805,226.14
772,Customer_61,942.53
773,Customer_916,50.16
774,Customer_494,534.88
775,Customer_140,328.98
776,Customer_682,30.58
777,Customer_879,238.96
778,Customer_659,823.82
779,Customer_80,975.4
780,Customer_286,953.44
781,Customer_806,770.2
782,Customer_197,182.98
783,Customer_527,688.26
784,Customer_57,197.73
785,Customer_399,700.82
786,Customer_591,242.49
787,Customer_824,637.01
788,Customer_262,233.76
789,Customer_469,822.51
790,Customer_371,611.79
791,Customer_798,470.52
792,Customer_843,970.57
793,Customer_759,980.64
794,Customer_195,593.49
795,Customer_899,382.63
796,Customer_998,394.24
797,Customer_609,907.46
798,Customer_646,506.93
799,Customer_148,665.18
800,Customer_489,712.96
801,Customer_483,711.12
802,Customer_207,604.24
803,Customer_458,833.41
804,Customer_936,405.51
805,Customer_474,988.73
806,Customer_609,476.69
807,Customer_492,982.42
808,Customer_722,187.04
809,Customer_654,884.14
810,Customer_206,748.37
811,Customer_962,870.22
812,Customer_35,299.23
813,Customer_792,860.23
814,Customer_456,862.96
815,Customer_80,368.59
816,Customer_558,527.02
817,Customer_948,419.17
818,Customer_791,566.25
819,Customer_968,468.26
820,Customer_862,832.47
821,Customer_611,477.1
822,Customer_549,689.66
823,Customer_905,534.31
824,Customer_967,426.1
825,Customer_400,456.4
826,Customer_551,976.71
827,Customer_540,439.0
828,Customer_728,682.56
829,Customer_441,506.45
830,Customer_850,29.34
831,Customer_778,801.5
832,Customer_724,172.35
833,Customer_718,350.7
834,Customer_785,945.39
835,Customer_902,475.19
836,Customer_357,340.04
837,Customer_712,545.53
838,Customer_189,682.62
839,Customer_256,60.84
840,Customer_948,533.41
841,Customer_237,835.56
842,Customer_330,589.78
843,Customer_889,819.51
844,Customer_681,277.71
845,Customer_874,159.42
846,Customer_700,968.09
847,Customer_86,59.22
848,Customer_974,449.02
849,Customer_93,643.3
850,Customer_404,553.48
851,Customer_531,12.74
852,Customer_491,738.58
853,Customer_863,252.25
854,Customer_466,390.59
855,Customer_768,99.53
856,Customer_75,84.37
857,Customer_125,963.37
858,Customer_317,75.91
859,Customer_677,266.33
860,Customer_40,179.07
861,Customer_313,991.82
862,Customer_787,843.56
863,Customer_897,853.47
864,Customer_17,387.12
865,Customer_809,29.43
866,Customer_540,590.57
867,Customer_831,443.22
868,Customer_485,228.4
869,Customer_944,899.18
870,Customer_415,964.79
871,Customer_844,96.15
872,Customer_100,148.93
873,Customer_875,701.02
874,Customer_294,447.73
875,Customer_142,718.11
876,Customer_292,61.88
877,Customer_240,962.56
878,Customer_551,711.7
879,Customer_745,958.44
880,Customer_9,676.09
881,Customer_154,130.74
882,Customer_303,711.43
883,Customer_613,547.57
884,Customer_527,909.03
885,Customer_544,303.66
886,Customer_714,942.76
887,Customer_59,782.66
888,Customer_319,90.43
889,Customer_14,710.22
890,Customer_796,650.59
891,Customer_323,559.46
892,Customer_10,905.76
893,Customer_897,11.19
894,Customer_188,79.63
895,Customer_743,96.69
896,Customer_150,772.46
897,Customer_624,504.82
898,Customer_482,442.16
899,Customer_430,769.24
900,Customer_514,408.45
901,Customer_68,614.64
902,Customer_70,344.54
903,Customer_331,930.44
904,Customer_843,473.22
905,Customer_62,556.57
906,Customer_284,783.27
907,Customer_588,116.07
908,Customer_615,360.11
909,Customer_75,266.17
910,Customer_170,318.36
911,Customer_528,669.41
912,Customer_590,926.71
913,Customer_50,978.69
914,Customer_153,554.24
915,Customer_417,105.38
916,Customer_367,941.47
917,Customer_251,678.06
918,Customer_382,537.96
919,Customer_966,157.14
920,Customer_446,813.69
921,Customer_934,694.98
922,Customer_635,926.71
923,Customer_357,322.2
924,Customer_141,915.91
925,Customer_454,854.06
926,Customer_635,173.03
927,Customer_168,572.89
928,Customer_572,802.12
929,Customer_422,294.23
930,Customer_174,180.54
931,Customer_441,623.17
932,Customer_992,944.42
933,Customer_215,133.68
934,Customer_895,500.27
935,Customer_800,561.79
936,Customer_594,173.43
937,Customer_304,550.22
938,Customer_487,787.82
939,Customer_128,306.24
940,Customer_159,447.61
941,Customer_156,470.4
942,Customer_966,93.21
943,Customer_301,169.95
944,Customer_974,160.93
945,Customer_928,421.57
946,Customer_740,434.44
947,Customer_658,284.67
948,Customer_245,296.24
949,Customer_554,793.72
950,Customer_621,521.3
951,Customer_454,324.8
952,Customer_726,300.25
953,Customer_389,687.52
954,Customer_392,936.14
955,Customer_476,394.55
956,Customer_672,656.67
957,Customer_138,961.45
958,Customer_979,160.38
959,Customer_734,842.03
960,Customer_337,250.65
961,Customer_684,302.26
962,Customer_361,959.01
963,Customer_62,535.14
964,Customer_551,973.44
965,Customer_99,595.13
966,Customer_715,254.24
967,Customer_955,576.33
968,Customer_754,838.5
969,Customer_135,419.42
970,Customer_984,160.46
971,Customer_945,545.34
972,Customer_363,247.4
973,Customer_747,193.87
974,Customer_759,609.2
975,Customer_351,765.55
976,Customer_649,975.36
977,Customer_491,315.18
978,Customer_569,389.29
979,Customer_318,543.22
980,Customer_806,914.59
981,Customer_175,163.62
982,Customer_243,210.92
983,Customer_629,975.94
984,Customer_113,775.18
985,Customer_110,616.97
986,Customer_62,792.65
987,Customer_526,398.08
988,Customer_435,374.11
989,Customer_680,704.07
990,Customer_434,274.94
991,Customer_989,587.8
992,Customer_808,835.19
993,Customer_774,173.27
994,Customer_108,984.3
995,Customer_459,411.86
996,Customer_43,229.4
997,Customer_362,40.18
998,Customer_9,736.97
999,Customer_969,277.32
1000,Customer_935,637.28
1001,Customer_20,721.31
1002,Customer_328,602.93
1003,Customer_241,916.19
1004,Customer_901,22.24
1005,Customer_655,58.48
1006,Customer_376,194.83
1007,Customer_889,354.06
1008,Customer_60,645.05
1009,Customer_881,950.64
1010,Customer_87,268.76
1011,Customer_602,147.66
1012,Customer_607,838.7
1013,Customer_774,532.79
1014,Customer_217,220.37
1015,Customer_408,180.43
1016,Customer_438,253.18
1017,Customer_461,384.92
1018,Customer_999,340.84
1019,Customer_574,401.53
1020,Customer_438,119.9
1021,Customer_552,691.82
1022,Customer_330,276.88
1023,Customer_410,479.66
1024,Customer_788,264.59
1025,Customer_281,271.1
1026,Customer_668,921.53
1027,Customer_92,942.35
1028,Customer_271,302.85
1029,Customer_43,320.03
1030,Customer_491,424.51
1031,Customer_125,885.83
1032,Customer_243,837.82
1033,Customer_345,448.38
1034,Customer_294,947.39
1035,Customer_217,568.08
1036,Customer_264,873.24
1037,Customer_137,317.8
1038,Customer_66,94.73
1039,Customer_762,343.32
1040,Customer_312,136.95
1041,Customer_606,305.9
1042,Customer_194,21.56
1043,Customer_572,196.32
1044,Customer_844,832.95
1045,Customer_255,634.13
1046,Customer_233,126.43
1047,Customer_237,166.87
1048,Customer_718,44.84
1049,Customer_578,676.24
1050,Customer_462,72.93
1051,Customer_199,338.94
1052,Customer_609,646.29
1053,Customer_757,48.38
1054,Customer_824,278.48
1055,Customer_424,210.24
1056,Customer_665,929.94
1057,Customer_968,353.45
1058,Customer_818,724.4
1059,Customer_371,819.41
1060,Customer_621,801.25
1061,Customer_885,31.8
1062,Customer_683,178.71
1063,Customer_701,674.31
1064,Customer_525,313.25
1065,Customer_833,751.15
1066,Customer_802,384.07
1067,Customer_403,137.0
1068,Customer_252,370.21
1069,Customer_222,790.37
1070,Customer_629,54.14
1071,Customer_854,797.48
1072,Customer_635,816.22
1073,Customer_139,57.15
1074,Customer_406,154.33
1075,Customer_742,884.14
1076,Customer_93,175.11
1077,Customer_319,741.94
1078,Customer_533,136.19
1079,Customer_653,750.64
1080,Customer_343,914.62
1081,Customer_244,880.35
1082,Customer_164,477.52
1083,Customer_127,284.89
1084,Customer_709,141.49
1085,Customer_970,888.14
1086,Customer_253,76.78
1087,Customer_255,410.46
1088,Customer_851,292.63
1089,Customer_594,517.1
1090,Customer_903,888.04
1091,Customer_453,726.26
1092,Customer_564,674.21
1093,Customer_84,837.5
1094,Customer_388,628.1
1095,Customer_389,144.35
1096,Customer_195,141.16
1097,Customer_439,679.84
1098,Customer_459,932.79
1099,Customer_225,693.31
1100,Customer_109,848.88
1101,Customer_441,920.95
1102,Customer_909,725.23
1103,Customer_268,818.96
1104,Customer_834,133.48
1105,Customer_524,202.4
1106,Customer_437,388.96
1107,Customer_175,414.11
1108,Customer_196,715.09
1109,Customer_247,257.47
1110,Customer_716,679.42
1111,Customer_829,902.36
1112,Customer_848,195.32
1113,Customer_525,659.71
1114,Customer_325,136.61
1115,Customer_592,261.94
1116,Customer_881,662.61
1117,Customer_587,782.6
1118,Customer_425,67.03
1119,Customer_546,916.35
1120,Customer_886,586.74
1121,Customer_868,308.86
1122,Customer_413,958.14
1123,Customer_344,213.06
1124,Customer_446,368.64
1125,Customer_601,326.69
1126,Customer_189,993.79
1127,Customer_928,302.16
1128,Customer_363,135.97
1129,Customer_648,707.95
1130,Customer_580,529.56
1131,Customer_686,778.85
1132,Customer_951,241.57
1133,Customer_315,820.46
1134,Customer_194,762.87
1135,Customer_738,510.04
1136,Customer_842,416.01
1137,Customer_399,38.48
1138,Customer_906,623.88
1139,Customer_606,19.73
1140,Customer_639,565.3
1141,Customer_450,115.05
1142,Customer_459,686.23
1143,Customer_355,297.95
1144,Customer_467,956.09
1145,Customer_9,287.39
1146,Customer_863,318.29
1147,Customer_74,57.46
1148,Customer_100,646.56
1149,Customer_128,971.11
1150,Customer_192,532.72
1151,Customer_530,210.28
1152,Customer_457,880.89
